Date & Time,use [kW],gen [kW],Grid [kW],AC [kW],Furnace [kW],Cellar Lights [kW],Washer [kW],First Floor lights [kW],Utility Rm + Basement Bath [kW],Garage outlets [kW],MBed + KBed outlets [kW],Dryer + egauge [kW],Panel GFI (central vac) [kW],Home Office (R) [kW],Dining room (R) [kW],Microwave (R) [kW],Fridge (R) [kW]
2014-01-01 05:00:00,0.643319444,0.0,0.643319444,0.00186,0.421543889,0.005550556,4.1667e-05,0.003548889,0.003485,0.004952778,0.002111111,0.000164444,0.007285,0.064345556,0.003457222,0.004088333,0.064127222
2014-01-01 05:30:00,0.487866667,0.0,0.487866667,0.000567778,0.161141667,0.005448333,3e-05,0.003584444,0.003693333,0.00487,0.002142778,6.667e-06,0.007258889,0.063248889,0.003792222,0.004377222,0.170720556
2014-01-01 06:00:00,0.330864444,0.0,0.330864444,7.2778e-05,0.009492222,0.020632222,8.4444e-05,0.003655556,0.003881111,0.004902222,0.002157778,5.6667e-05,0.00722,0.061620556,0.004143333,0.004601667,0.154780556
2014-01-01 06:30:00,0.478926111,0.0,0.478926111,0.001041111,0.246363889,0.005542222,1.5556e-05,0.003652222,0.003656667,0.004987778,0.002144444,8.5556e-05,0.007231667,0.064101111,0.004172222,0.004727778,0.066638333
2014-01-01 07:00:00,0.533978889,0.0,0.533978889,0.000111667,0.009932222,0.005568333,7.1111e-05,0.003737222,0.003821111,0.004941111,0.002178889,2.8889e-05,0.007217222,0.064802222,0.004556111,0.192320556,0.09032
2014-01-01 07:30:00,1.409447778,0.0,1.409447778,0.001842222,0.364029444,0.026943333,8.889e-06,0.003671667,0.003598333,0.005042778,0.002082222,0.000288889,0.007141667,0.068949444,0.003561111,0.033352778,0.041163333
2014-01-01 08:00:00,1.766986667,0.0,1.766986667,0.002432222,0.413423333,0.056023889,7.6667e-05,0.047883889,0.003708333,0.005130556,0.002103333,0.000284444,0.007187222,0.067922778,0.002848333,0.004096667,0.142748333
2014-01-01 08:30:00,1.373402222,0.0,1.373402222,0.000195,0.010031111,0.005636667,3.8889e-05,0.003652222,0.003698889,0.004861667,0.002377222,6.6667e-05,0.00726,0.064442222,0.004186667,0.699898889,0.154955
2014-01-01 09:00:00,0.746584444,0.0,0.746584444,7.6111e-05,0.009917778,0.059868333,7.778e-06,0.003533333,0.003854444,0.004857778,0.002527778,0.000142222,0.007322778,0.067551111,0.004870556,0.005051111,0.14633
2014-01-01 09:30:00,0.936797778,0.0,0.936797778,0.00106,0.226766111,0.095455556,0.000103889,0.003422222,0.003740556,0.004891667,0.003548889,5.5556e-05,0.007324444,0.083563889,0.004475556,0.015982222,0.133807778
2014-01-01 10:00:00,0.908105556,0.0,0.908105556,0.000146667,0.009965556,0.049936111,0.076768889,0.003789444,0.003863333,0.004906667,0.002127778,0.000125556,0.007125,0.072227778,0.007472778,0.004703333,0.017681667
2014-01-01 10:30:00,1.736296667,0.0,1.736296667,0.001031111,0.270994444,0.139847778,0.178257222,0.003552222,0.003814444,0.005010556,0.002668333,0.000288889,0.007148333,0.12396,0.003973889,0.004084444,0.111281667
2014-01-01 11:00:00,0.824894444,0.0,0.824894444,0.000150556,0.009651111,0.054002778,0.067970556,0.003675556,0.003871111,0.004877222,0.002053333,9.6111e-05,0.007145556,0.066401111,0.003792222,0.004434444,0.079569444
2014-01-01 11:30:00,0.421827778,0.0,0.421827778,1.9444e-05,0.009698889,0.050442222,5.9444e-05,0.003587778,0.003851111,0.004806667,0.002130556,1.9444e-05,0.007199444,0.065345,0.004305556,0.106349444,0.072171111
2014-01-01 12:00:00,1.297619444,0.0,1.297619444,3.6111e-05,0.009598333,0.050232778,0.006447778,0.003544444,0.003833333,0.011783889,0.001961111,0.933591111,0.007306667,0.065957778,0.004686111,0.116892778,0.084595556
2014-01-01 12:30:00,4.144831111,0.0,4.144831111,0.000167222,0.009377222,0.020450556,0.070347222,0.003607222,0.003708333,0.004658333,0.001163333,4.00923,0.007645,0.065515556,0.005095,0.103028333,0.144695556
2014-01-01 13:00:00,3.65677,0.0,3.65677,0.000273333,0.01878,0.005322222,0.031303889,0.003623889,0.003756667,0.004705556,0.001194444,3.671105556,0.007602778,0.077596667,0.004031667,0.004342778,0.10001
2014-01-01 13:30:00,2.809937222,0.0,2.809937222,0.001495556,0.202882222,0.040075556,0.001662778,0.003578333,0.003707778,0.004832778,0.002227222,2.588268889,0.007581667,0.067048889,0.004210556,0.00438,0.047511111
2014-01-01 14:00:00,1.0842,0.0,1.0842,0.001147222,0.196279444,0.005401111,0.000671111,0.003648889,0.003717778,0.004950556,0.001861667,0.810724444,0.007429444,0.065838889,0.004108333,0.004411111,0.075101667
2014-01-01 14:30:00,1.453594444,0.0,1.453594444,0.000435,0.176858333,0.005797778,5.7778e-05,0.003505556,0.003471667,0.00485,0.002237222,5.4444e-05,0.007331111,0.060955556,0.003831667,1.131532222,0.102403333
2014-01-01 15:00:00,4.166501111,0.0,4.166501111,0.000134444,0.034351111,0.024876667,0.063951111,0.003542778,0.003475556,0.00467,0.00158,2.564646667,0.007564444,0.059171111,0.003681111,1.671483333,0.068789444
2014-01-01 15:30:00,4.018731111,0.0,4.018731111,0.000937778,0.194066111,0.005496667,0.11839,0.003636667,0.003502778,0.004732222,0.001186667,3.59391,0.007622778,0.066356111,0.003702222,0.286412222,0.065336667
2014-01-01 16:00:00,3.818528333,0.0,3.818528333,0.000852778,0.195528889,0.013822222,0.125796667,0.012984444,0.003557778,0.004746111,0.001221667,3.421782222,0.007637222,0.083221667,0.003667222,0.046713889,0.123031667
2014-01-01 16:30:00,3.332926667,0.0,3.332926667,0.001232222,0.184292222,0.023661667,0.001869444,0.029377222,0.00365,0.004697222,0.001353333,2.991538889,0.007618889,0.088178333,0.003533889,0.03575,0.112932222
2014-01-01 17:00:00,5.086860556,0.0,5.086860556,0.001336667,0.170971667,0.031810556,0.002230556,0.029312222,0.003645556,0.004660556,0.001116667,3.863816667,0.007572222,0.088917778,0.004263889,0.118641667,0.230558889
2014-01-01 17:30:00,3.496380556,0.0,3.496380556,0.000701667,0.052447222,0.082352222,0.001710556,0.029417778,0.003836667,0.004651111,0.002277778,2.860785556,0.007581667,0.064668333,0.009667778,0.210676111,0.141332778
2014-01-01 18:00:00,1.491189444,0.0,1.491189444,0.000827222,0.098267778,0.009749444,0.000625,0.029875,0.003813889,0.004850556,0.002229444,0.625154444,0.007287778,0.065073889,0.003937778,0.00442,0.150041111
2014-01-01 18:30:00,1.388731667,0.0,1.388731667,0.002168333,0.412983333,0.020507222,3.1111e-05,0.029767778,0.003526111,0.004913333,0.002092222,0.000257778,0.007146667,0.066479444,0.003300556,0.004218333,0.143243889
2014-01-01 19:00:00,1.049127222,0.0,1.049127222,0.002006111,0.42421,0.005581111,7.778e-06,0.029675556,0.003501111,0.004939444,0.002093889,0.000167778,0.007248333,0.064520556,0.003545,0.004371667,0.140927222
2014-01-01 19:30:00,0.546812778,0.0,0.546812778,0.000743889,0.183504444,0.00557,3.8333e-05,0.03,0.003721667,0.008519444,0.002164444,5.556e-06,0.007276667,0.065323889,0.004167222,0.0047,0.140247778
2014-01-01 20:00:00,0.972147222,0.0,0.972147222,0.001198333,0.291966111,0.019742778,6.5556e-05,0.029786111,0.003586111,0.02165,0.006547222,6.667e-06,0.007276111,0.062901667,0.007675,0.082583333,0.139787222
2014-01-01 20:30:00,0.564477778,0.0,0.564477778,0.000105556,0.009593889,0.057388889,0.000152222,0.030678333,0.005337222,0.004799444,0.026684444,7.5556e-05,0.00721,0.064005556,0.005427778,0.004670556,0.076882222
2014-01-01 21:00:00,0.615748333,0.0,0.615748333,0.001038333,0.202151667,0.005280556,0.000265,0.029871111,0.003722778,0.004873333,0.070722222,3.1111e-05,0.007262778,0.063492778,0.003712222,0.004431111,0.133700556
2014-01-01 21:30:00,0.845635556,0.0,0.845635556,0.002225,0.416532778,0.047319444,0.000143889,0.029966667,0.003603333,0.00492,0.060501111,8.7778e-05,0.007275556,0.064167778,0.00312,0.004051667,0.049406111
2014-01-01 22:00:00,0.326301111,0.0,0.326301111,1.8333e-05,0.023201667,0.005327222,0.000163889,0.030056111,0.003894444,0.004887222,0.002316667,1.4444e-05,0.007218333,0.063411667,0.003963889,0.004462778,0.106112222
2014-01-01 22:30:00,0.527677778,0.0,0.527677778,0.001347778,0.300236667,0.005468889,6.1667e-05,0.022544444,0.003636111,0.004932222,0.002283333,0.000125556,0.007214444,0.064914444,0.003377778,0.004189444,0.033720556
2014-01-01 23:00:00,0.53827,0.0,0.53827,0.001071111,0.263647222,0.005501111,1.2778e-05,0.003565556,0.003653333,0.004933889,0.002231667,7.3333e-05,0.007255556,0.063606111,0.003435556,0.004199444,0.114122222
2014-01-01 23:30:00,0.357298333,0.0,0.357298333,0.000567778,0.147903889,0.00544,7.3333e-05,0.003669444,0.003818889,0.004987222,0.002223333,8.7778e-05,0.007208889,0.06539,0.003658333,0.004292778,0.031866111
2014-01-02 00:00:00,0.408501111,0.0,0.408501111,0.000475,0.133571111,0.005453889,6.1111e-05,0.003645,0.00378,0.004930556,0.002258889,3.6667e-05,0.007236111,0.063642222,0.003751667,0.004412778,0.104922222
2014-01-02 00:30:00,0.390167778,0.0,0.390167778,0.000797778,0.197516667,0.005423333,6.1667e-05,0.003655556,0.003765556,0.004995556,0.002228333,0.000111111,0.007208333,0.064650556,0.003537778,0.004271111,0.023114444
2014-01-02 01:00:00,0.537461111,0.0,0.537461111,0.001043889,0.259631667,0.005516111,1.7778e-05,0.003612778,0.003703333,0.005013333,0.002196667,7.6667e-05,0.007275556,0.063971667,0.0035,0.004225,0.107978333
2014-01-02 01:30:00,0.504517778,0.0,0.504517778,0.001348333,0.313955556,0.005533333,9.444e-06,0.003645,0.003663333,0.005016667,0.002182778,0.00015,0.007224444,0.064213889,0.003292222,0.004135,0.022302778
2014-01-02 02:00:00,0.320066667,0.0,0.320066667,8.6667e-05,0.050513889,0.005413889,9.2222e-05,0.003694444,0.003915,0.005,0.002228889,1e-05,0.007235556,0.064488889,0.003952222,0.004530556,0.100535556
2014-01-02 02:30:00,0.454116111,0.0,0.454116111,0.001100556,0.261616667,0.005483333,3.0556e-05,0.003645556,0.003701111,0.005005,0.002222222,0.000121111,0.007213889,0.064027222,0.003532222,0.004248889,0.032962222
2014-01-02 03:00:00,0.520153889,0.0,0.520153889,0.001191111,0.287573333,0.00552,7.778e-06,0.003619444,0.003683333,0.005028333,0.002217222,0.000112222,0.007243889,0.063393889,0.003522778,0.004241111,0.085266111
2014-01-02 03:30:00,0.422768889,0.0,0.422768889,0.000931667,0.225277222,0.005484444,4.6667e-05,0.003675,0.003751667,0.005027778,0.002221111,0.000108889,0.007210556,0.064375556,0.003667222,0.004452778,0.036996667
2014-01-02 04:00:00,0.385285,0.0,0.385285,0.000501667,0.141172778,0.00544,6.4444e-05,0.003670556,0.003812778,0.004991667,0.002214444,5e-05,0.007218889,0.072143333,0.004033333,0.0047,0.088717222
2014-01-02 04:30:00,0.464979444,0.0,0.464979444,0.001082778,0.260168889,0.005481667,2.6667e-05,0.003636111,0.003693333,0.004994444,0.002207778,0.000111111,0.007202222,0.065192778,0.00383,0.004598889,0.045609444
2014-01-02 05:00:00,0.55127,0.0,0.55127,0.001347778,0.31251,0.020943889,1.3333e-05,0.003572778,0.003632778,0.004952778,0.002212778,0.000117778,0.007307778,0.064261667,0.00375,0.004536667,0.075757778
2014-01-02 05:30:00,0.378481111,0.0,0.378481111,0.000661667,0.167815,0.005431111,5.8889e-05,0.00365,0.003735,0.00492,0.002215,7.9444e-05,0.007216667,0.065059444,0.004036111,0.004663889,0.051297778
2014-01-02 06:00:00,0.508423889,0.0,0.508423889,0.001220556,0.289861111,0.005497778,5e-06,0.00358,0.003630556,0.004956111,0.002212222,0.000111667,0.007254444,0.064222778,0.003809444,0.004553333,0.070895556
2014-01-02 06:30:00,0.758039444,0.0,0.758039444,0.001064444,0.271716667,0.005626111,3.1667e-05,0.00665,0.003632222,0.004961667,0.002273889,7.778e-06,0.007323889,0.065375556,0.003911111,0.004616111,0.233173889
2014-01-02 07:00:00,0.819244444,0.0,0.819244444,0.001362222,0.343533889,0.005792778,5.0556e-05,0.003927778,0.003553333,0.005007778,0.002391111,6e-05,0.007317778,0.066586111,0.003737222,0.189443333,0.132996667
2014-01-02 07:30:00,0.562438889,0.0,0.562438889,0.000589444,0.171007778,0.005695556,1.6111e-05,0.003607778,0.003713333,0.00498,0.002382778,6.667e-06,0.007262222,0.068632222,0.004172222,0.08621,0.148963889
2014-01-02 08:00:00,0.535934444,0.0,0.535934444,0.000680556,0.154547778,0.060299444,6.667e-06,0.003596667,0.003855,0.004998333,0.002404444,2.7778e-05,0.007202222,0.071089444,0.00421,0.004715556,0.049365556
2014-01-02 08:30:00,1.108491111,0.0,1.108491111,0.001710556,0.427592778,0.03021,0.000128889,0.003442778,0.003452778,0.019521667,0.002796111,7.6667e-05,0.007261667,0.071372778,0.003605,0.283328889,0.098080556
2014-01-02 09:00:00,0.726814444,0.0,0.726814444,0.001076667,0.281000556,0.005772222,1.8889e-05,0.00355,0.003547778,0.005200556,0.002416667,2.3333e-05,0.007230556,0.068954444,0.003986667,0.110958333,0.145577778
2014-01-02 09:30:00,0.44455,0.0,0.44455,3e-05,0.009773333,0.049188333,0.000107778,0.003647222,0.003843889,0.004825,0.018424444,5.4444e-05,0.007167222,0.073282778,0.004713333,0.004917222,0.049364444
2014-01-02 10:00:00,0.545646111,0.0,0.545646111,0.000217778,0.009650556,0.053173333,0.000233333,0.003683333,0.003923889,0.004855,0.065453889,9.3333e-05,0.007197222,0.072379444,0.004019444,0.004592778,0.092105
2014-01-02 10:30:00,0.515874444,0.0,0.515874444,0.000375556,0.042861111,0.050781667,0.00022,0.003656667,0.003856111,0.00481,0.054969444,3.8889e-05,0.007162222,0.073164444,0.010396667,0.004488333,0.047400556
2014-01-02 11:00:00,0.860357778,0.0,0.860357778,0.001676111,0.348375,0.048687222,0.000106667,0.003495,0.003566111,0.004861667,0.040836111,7.3333e-05,0.007218333,0.094258333,0.003706111,0.011173333,0.084577222
2014-01-02 11:30:00,0.338996667,0.0,0.338996667,8.7778e-05,0.014432778,0.005468889,0.00019,0.003648333,0.003813333,0.004810556,0.030639444,4.5556e-05,0.00716,0.103021111,0.004632778,0.004812222,0.11776
2014-01-02 12:00:00,0.452706667,0.0,0.452706667,0.001119444,0.260779444,0.005648333,7.2222e-05,0.003609444,0.003617778,0.014785556,0.018312222,0.00013,0.007164444,0.074266667,0.004207778,0.004484444,0.006994444
2014-01-02 12:30:00,0.276117222,0.0,0.276117222,0.000134444,0.009837778,0.005568889,8.6111e-05,0.003647778,0.003809444,0.006655,0.002481111,4e-05,0.007176111,0.073947222,0.00446,0.004836111,0.113001111
2014-01-02 13:00:00,0.176932222,0.0,0.176932222,8.5e-05,0.009719444,0.005544444,0.000113889,0.003702222,0.003828889,0.004871111,0.00241,3.3333e-05,0.007111667,0.073545,0.004528333,0.004843333,0.007021667
2014-01-02 13:30:00,0.270533889,0.0,0.270533889,0.000157222,0.009769444,0.00558,9.2778e-05,0.003648889,0.003829444,0.004853889,0.002428889,3.6667e-05,0.007133889,0.07266,0.004237222,0.00461,0.108583333
2014-01-02 14:00:00,0.198278333,0.0,0.198278333,6.1667e-05,0.009748333,0.022451667,0.000106667,0.003676111,0.003915556,0.004926667,0.002435556,3e-05,0.007122778,0.073713889,0.004448333,0.004791111,0.019544444
2014-01-02 14:30:00,0.222782778,0.0,0.222782778,0.000121111,0.009842222,0.005546667,0.000111111,0.003687222,0.003852778,0.004897222,0.002449444,5.556e-06,0.007132222,0.074848889,0.004764444,0.004952778,0.056129444
2014-01-02 15:00:00,0.220484444,0.0,0.220484444,0.000115,0.009802778,0.005558333,0.000108333,0.003693333,0.003876667,0.004927778,0.002442778,3.333e-06,0.007144444,0.072021111,0.004696667,0.004927222,0.055266111
2014-01-02 15:30:00,0.182248333,0.0,0.182248333,6.3889e-05,0.01851,0.005588333,9.9444e-05,0.003746667,0.003876667,0.012786667,0.002446667,4e-05,0.007131111,0.069082222,0.004631111,0.004937778,0.007015556
2014-01-02 16:00:00,0.750667222,0.0,0.750667222,0.001,0.263367222,0.011226667,7.222e-06,0.012681667,0.004510556,0.004927222,0.002381111,4.3333e-05,0.007255556,0.090885556,0.008442222,0.18612,0.106503889
2014-01-02 16:30:00,0.72981,0.0,0.72981,0.001967222,0.409459444,0.006125,0.000112222,0.029073889,0.003563889,0.005041667,0.038642778,0.000131111,0.007242222,0.078662778,0.004369444,0.032916667,0.033167222
2014-01-02 17:00:00,0.937108333,0.0,0.937108333,0.001663333,0.421247778,0.007977778,0.128230556,0.028871111,0.003492778,0.016340556,0.084625,0.000127778,0.007248889,0.076671111,0.003510556,0.004390556,0.080216667
2014-01-02 17:30:00,1.302004444,0.0,1.302004444,0.002055556,0.419456667,0.022164444,0.072980556,0.028747778,0.003601111,0.005016111,0.07991,0.00016,0.007199444,0.0775,0.002931667,0.009322222,0.096358333
2014-01-02 18:00:00,1.237357222,0.0,1.237357222,0.001585,0.421295556,0.005767778,0.115257778,0.028808889,0.003471111,0.004965556,0.076270556,4.7778e-05,0.007281667,0.073913889,0.003430556,0.246276667,0.144315556
2014-01-02 18:30:00,3.191892222,0.0,3.191892222,0.002322778,0.419828333,0.006844444,0.001492222,0.028689444,0.00351,0.004852778,0.050332778,2.556844444,0.007454444,0.074682222,0.007133889,0.056258889,0.024830556
2014-01-02 19:00:00,2.71112,0.0,2.71112,0.001185556,0.174097222,0.005403889,0.001573889,0.028829444,0.003788333,0.004891111,0.032543889,2.450821111,0.007533889,0.074603333,0.005857222,0.004213889,0.101588889
2014-01-02 19:30:00,0.942687778,0.0,0.942687778,0.001765556,0.338994444,0.005535,0.000418333,0.028782222,0.003678889,0.004993889,0.032722222,0.412948889,0.007303333,0.074927222,0.00421,0.004101667,0.035271667
2014-01-02 20:00:00,0.488702778,0.0,0.488702778,0.00092,0.199163333,0.005377778,0.000163333,0.02893,0.003753333,0.004876111,0.032490556,4.6667e-05,0.007155,0.073807222,0.004466111,0.004246667,0.062182778
2014-01-02 20:30:00,0.568608333,0.0,0.568608333,0.001227222,0.265945,0.005410556,0.00013,0.028803333,0.00366,0.004882222,0.031638889,6.8889e-05,0.007163333,0.074810556,0.003821667,0.004174444,0.064526667
2014-01-02 21:00:00,0.778626667,0.0,0.778626667,0.000963889,0.232536111,0.005457222,0.000120556,0.028777222,0.003626111,0.004845556,0.029037778,0.0,0.007190556,0.072944444,0.003913889,0.156713333,0.097923333
2014-01-02 21:30:00,0.532617778,0.0,0.532617778,0.001302778,0.293868889,0.005996111,7.5556e-05,0.028768333,0.003645,0.004917222,0.008592222,0.000142222,0.007150556,0.075205,0.003827778,0.00413,0.049022778
2014-01-02 22:00:00,0.68823,0.0,0.68823,0.00182,0.414833889,0.005547222,1.667e-06,0.028638889,0.003506667,0.004903333,0.003112778,0.000185556,0.007175,0.073586667,0.003729444,0.004017778,0.060521667
2014-01-02 22:30:00,0.851400556,0.0,0.851400556,0.001688889,0.414230556,0.005603333,6.8333e-05,0.021481667,0.003474444,0.004887778,0.00231,5.7778e-05,0.007240556,0.079855,0.003949444,0.004074444,0.216936667
2014-01-02 23:00:00,0.773119444,0.0,0.773119444,0.00176,0.413490556,0.021478333,8.4444e-05,0.003454444,0.003442222,0.004839444,0.002243889,0.000101111,0.007197222,0.072973889,0.004002778,0.004093889,0.147475556
2014-01-02 23:30:00,0.758718333,0.0,0.758718333,0.001705556,0.414544444,0.0056,6.8333e-05,0.003482222,0.003466667,0.004930556,0.002247778,0.000115556,0.007218889,0.074595,0.004165,0.004165556,0.141279444
2014-01-03 00:00:00,0.614656667,0.0,0.614656667,0.001815,0.415949444,0.005548333,2.5556e-05,0.003562778,0.003519444,0.005003889,0.002233889,0.000204444,0.007158889,0.073734444,0.004128333,0.004161111,0.006361111
2014-01-03 00:30:00,0.715505,0.0,0.715505,0.001726111,0.416972778,0.005601667,5.8333e-05,0.003540556,0.003518889,0.005005,0.002286111,0.000126667,0.007218889,0.074197222,0.00395,0.004140556,0.127808333
2014-01-03 01:00:00,0.600041111,0.0,0.600041111,0.0018,0.417770556,0.005584444,3.7778e-05,0.003610556,0.003556111,0.005036111,0.002194444,0.000217778,0.007169444,0.073870556,0.003734444,0.00404,0.021270556
2014-01-03 01:30:00,0.68724,0.0,0.68724,0.001737222,0.417914444,0.005619444,6e-05,0.003578333,0.003563333,0.005063333,0.002227778,0.000145556,0.007215,0.075561111,0.003777222,0.004068333,0.108865556
2014-01-03 02:00:00,0.384768333,0.0,0.384768333,0.000670556,0.181126111,0.005471111,5.5e-05,0.003696667,0.003773333,0.005015,0.00225,8.5556e-05,0.007141667,0.073146111,0.004171111,0.004475556,0.046435556
2014-01-03 02:30:00,0.299708333,0.0,0.299708333,3.1667e-05,0.050302222,0.005441111,9.3333e-05,0.003744444,0.003893333,0.004987222,0.002277778,1.7778e-05,0.00714,0.073692222,0.004344444,0.004659444,0.085872222
2014-01-03 03:00:00,0.637961667,0.0,0.637961667,0.001799444,0.421533889,0.005643333,4.8333e-05,0.003626667,0.003560556,0.005075,0.002261667,0.000187778,0.007183889,0.073525,0.003811667,0.004132222,0.061618889
2014-01-03 03:30:00,0.644749444,0.0,0.644749444,0.001797222,0.420208333,0.005647222,4.1667e-05,0.003628333,0.003542222,0.005050556,0.002267222,0.000178889,0.007178333,0.073260556,0.003855556,0.004164444,0.060645
2014-01-03 04:00:00,0.66409,0.0,0.66409,0.001796667,0.420896111,0.005648333,4.2778e-05,0.003620556,0.003512222,0.005023333,0.002265,0.000163333,0.007184444,0.080720556,0.004198333,0.004556667,0.083207778
2014-01-03 04:30:00,0.632148889,0.0,0.632148889,0.001847222,0.421078889,0.005636111,3.5556e-05,0.003636667,0.003486111,0.004998889,0.002271667,0.000177778,0.007158889,0.074593333,0.004500556,0.004698889,0.046825556
2014-01-03 05:00:00,0.665499444,0.0,0.665499444,0.001816667,0.420421667,0.005631667,4.5e-05,0.003605,0.003480556,0.004986667,0.002274444,0.000148889,0.007203889,0.074061667,0.004376111,0.004675,0.092557778
2014-01-03 05:30:00,0.402706111,0.0,0.402706111,0.00076,0.194676111,0.005486111,4.9444e-05,0.003700556,0.003718333,0.004972778,0.002257222,9.8889e-05,0.007042778,0.07471,0.004490556,0.004792778,0.042496667
2014-01-03 06:00:00,0.287590556,0.0,0.287590556,9.7222e-05,0.009692222,0.021178333,9.7222e-05,0.003721111,0.003916111,0.004943889,0.002278889,1.8889e-05,0.007049444,0.073485556,0.005001667,0.004931111,0.108147778
2014-01-03 06:30:00,0.362936111,0.0,0.362936111,0.000668889,0.177316111,0.005551667,4.9444e-05,0.00374,0.003783889,0.005035,0.002277222,0.000117778,0.007067778,0.074564444,0.004375556,0.004772222,0.017413889
2014-01-03 07:00:00,0.573121667,0.0,0.573121667,0.000218333,0.105923333,0.005686667,2.9444e-05,0.003642222,0.003771667,0.004966667,0.002376667,1.5556e-05,0.007191111,0.073679444,0.004778333,0.191223889,0.122528889
2014-01-03 07:30:00,0.474979444,0.0,0.474979444,0.000642778,0.185825,0.005726111,5.56e-07,0.003646111,0.0037,0.019722222,0.002357222,7.8889e-05,0.007171667,0.074995556,0.004620556,0.057775556,0.04721
2014-01-03 08:00:00,0.540520556,0.0,0.540520556,0.000871667,0.234031111,0.005732778,4.444e-06,0.003608889,0.003665,0.004968889,0.002402778,3.6667e-05,0.00723,0.076011667,0.004621111,0.004743889,0.144610556
2014-01-03 08:30:00,0.436326111,0.0,0.436326111,0.000170556,0.009967222,0.005593333,9.8333e-05,0.0037,0.003820556,0.004897222,0.002393333,6.667e-06,0.007155,0.076242222,0.004830556,0.218361667,0.039262222
2014-01-03 09:00:00,0.595262778,0.0,0.595262778,0.000193889,0.009868333,0.025119444,5.8889e-05,0.003614444,0.00383,0.004862778,0.002418889,0.000104444,0.007206111,0.075277778,0.004865556,0.208378333,0.147225
2014-01-03 09:30:00,0.740696111,0.0,0.740696111,2e-05,0.009889444,0.037023333,9.2222e-05,0.006722778,0.003886667,0.012217778,0.010646667,4.5556e-05,0.007150556,0.073059444,0.004411667,0.022133889,0.143525
2014-01-03 10:00:00,0.272595556,0.0,0.272595556,0.000186111,0.009963889,0.005573889,9.2222e-05,0.003686667,0.003862778,0.012262222,0.002378333,1.111e-06,0.007138333,0.073117222,0.004439444,0.004719444,0.061476667
2014-01-03 10:30:00,0.367651111,0.0,0.367651111,0.000261111,0.097549444,0.005535,7e-05,0.003616667,0.003795556,0.004909444,0.002347778,2.6667e-05,0.007157778,0.074718889,0.004262778,0.004531111,0.070775
2014-01-03 11:00:00,0.71961,0.0,0.71961,0.001830556,0.42389,0.005726667,4e-05,0.003498333,0.003453333,0.004962778,0.002302778,0.000174444,0.007192778,0.074626667,0.004023333,0.004428889,0.0383
2014-01-03 11:30:00,0.740373333,0.0,0.740373333,0.001808333,0.423116667,0.005757222,4.2778e-05,0.003502778,0.003469444,0.004978889,0.002313333,0.000171111,0.007217222,0.076346667,0.003997222,0.009149444,0.049824444
